,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
219446,MIRT511687,hsa-miR-1238-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219447,MIRT511687,hsa-miR-1238-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219448,MIRT511688,hsa-miR-6822-3p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219449,MIRT511688,hsa-miR-6822-3p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219450,MIRT511689,hsa-miR-4745-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219451,MIRT511689,hsa-miR-4745-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219452,MIRT511690,hsa-miR-4481,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219453,MIRT511690,hsa-miR-4481,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219454,MIRT511691,hsa-miR-4766-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219455,MIRT511691,hsa-miR-4766-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219456,MIRT511692,hsa-miR-146a-3p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219457,MIRT511692,hsa-miR-146a-3p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219458,MIRT511693,hsa-miR-1276,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219459,MIRT511693,hsa-miR-1276,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219460,MIRT511694,hsa-miR-760,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219461,MIRT511694,hsa-miR-760,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220116,MIRT512006,hsa-miR-1277-5p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220117,MIRT512006,hsa-miR-1277-5p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
220118,MIRT512006,hsa-miR-1277-5p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220119,MIRT512006,hsa-miR-1277-5p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
220120,MIRT512006,hsa-miR-1277-5p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
220121,MIRT512007,hsa-miR-190a-3p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220122,MIRT512007,hsa-miR-190a-3p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
220123,MIRT512007,hsa-miR-190a-3p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220124,MIRT512007,hsa-miR-190a-3p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
220125,MIRT512007,hsa-miR-190a-3p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
220126,MIRT512008,hsa-miR-586,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220127,MIRT512008,hsa-miR-586,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
220128,MIRT512008,hsa-miR-586,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220129,MIRT512008,hsa-miR-586,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
220130,MIRT512009,hsa-miR-5011-5p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220131,MIRT512009,hsa-miR-5011-5p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
220132,MIRT512009,hsa-miR-5011-5p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220133,MIRT512009,hsa-miR-5011-5p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
220134,MIRT512009,hsa-miR-5011-5p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
220135,MIRT512010,hsa-miR-598-3p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220136,MIRT512010,hsa-miR-598-3p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
220137,MIRT512010,hsa-miR-598-3p,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220138,MIRT512010,hsa-miR-598-3p,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
220139,MIRT512011,hsa-miR-448,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220140,MIRT512011,hsa-miR-448,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
220141,MIRT512011,hsa-miR-448,Homo sapiens,DTX4,23220,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220142,MIRT512011,hsa-miR-448,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
220143,MIRT512011,hsa-miR-448,Homo sapiens,DTX4,23220,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
221022,MIRT512375,hsa-miR-633,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221023,MIRT512375,hsa-miR-633,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221024,MIRT512375,hsa-miR-633,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
221025,MIRT512375,hsa-miR-633,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
221026,MIRT512375,hsa-miR-633,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
221027,MIRT512376,hsa-miR-4645-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221028,MIRT512376,hsa-miR-4645-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221029,MIRT512376,hsa-miR-4645-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
221030,MIRT512376,hsa-miR-4645-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
221031,MIRT512376,hsa-miR-4645-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
221032,MIRT512377,hsa-miR-135a-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221033,MIRT512377,hsa-miR-135a-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221034,MIRT512377,hsa-miR-135a-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
221035,MIRT512377,hsa-miR-135a-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
221036,MIRT512377,hsa-miR-135a-3p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
221037,MIRT512378,hsa-miR-7845-5p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221038,MIRT512378,hsa-miR-7845-5p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221039,MIRT512378,hsa-miR-7845-5p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
221040,MIRT512378,hsa-miR-7845-5p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
221041,MIRT512378,hsa-miR-7845-5p,Homo sapiens,DDIT3,1649,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
221090,MIRT512400,hsa-miR-3187-3p,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221091,MIRT512401,hsa-miR-4435,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221092,MIRT512402,hsa-miR-588,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221093,MIRT512403,hsa-miR-4701-5p,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221094,MIRT512404,hsa-miR-548s,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221095,MIRT512405,hsa-miR-3653-5p,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221096,MIRT512406,hsa-miR-216b-5p,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221097,MIRT512407,hsa-miR-216a-5p,Homo sapiens,CD84,8832,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221121,MIRT512423,hsa-miR-6772-3p,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221122,MIRT512424,hsa-miR-519e-5p,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221123,MIRT512425,hsa-miR-4448,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221124,MIRT512426,hsa-miR-515-5p,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221125,MIRT512427,hsa-miR-4268,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221126,MIRT512428,hsa-miR-1976,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221127,MIRT512429,hsa-miR-6893-3p,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221128,MIRT512430,hsa-miR-370-3p,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221129,MIRT512431,hsa-miR-5088-3p,Homo sapiens,LY6K,54742,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221490,MIRT512650,hsa-miR-452-3p,Homo sapiens,MAP3K2,10746,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221491,MIRT512651,hsa-miR-4511,Homo sapiens,MAP3K2,10746,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221492,MIRT512652,hsa-miR-548b-3p,Homo sapiens,MAP3K2,10746,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221529,MIRT512683,hsa-miR-592,Homo sapiens,AKAP12,9590,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221530,MIRT512684,hsa-miR-6867-5p,Homo sapiens,AKAP12,9590,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221531,MIRT512685,hsa-miR-597-5p,Homo sapiens,AKAP12,9590,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221532,MIRT512686,hsa-miR-3935,Homo sapiens,AKAP12,9590,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221533,MIRT512687,hsa-miR-335-5p,Homo sapiens,AKAP12,9590,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221534,MIRT512688,hsa-miR-577,Homo sapiens,AKAP12,9590,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221966,MIRT512947,hsa-miR-6894-3p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221967,MIRT512948,hsa-miR-1298-5p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221968,MIRT512949,hsa-miR-550a-5p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221969,MIRT512950,hsa-miR-550a-3-5p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221970,MIRT512951,hsa-miR-1271-3p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221971,MIRT512952,hsa-miR-4763-5p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221972,MIRT512953,hsa-miR-664a-3p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221973,MIRT512954,hsa-miR-519e-3p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221974,MIRT512955,hsa-miR-515-3p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221975,MIRT512956,hsa-miR-33b-3p,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221976,MIRT512957,hsa-miR-4523,Homo sapiens,MKI67,4288,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222556,MIRT513262,hsa-miR-4420,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222557,MIRT513262,hsa-miR-4420,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222558,MIRT513263,hsa-miR-450a-1-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222559,MIRT513263,hsa-miR-450a-1-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222560,MIRT513264,hsa-miR-181b-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222561,MIRT513264,hsa-miR-181b-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222562,MIRT513265,hsa-miR-181b-2-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222563,MIRT513265,hsa-miR-181b-2-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222564,MIRT513266,hsa-miR-5196-5p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222565,MIRT513266,hsa-miR-5196-5p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222566,MIRT513267,hsa-miR-4747-5p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222567,MIRT513267,hsa-miR-4747-5p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222568,MIRT513268,hsa-miR-671-5p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222569,MIRT513268,hsa-miR-671-5p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222570,MIRT513269,hsa-miR-4786-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222571,MIRT513269,hsa-miR-4786-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222572,MIRT513270,hsa-miR-3189-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222573,MIRT513270,hsa-miR-3189-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222574,MIRT513271,hsa-miR-34c-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222575,MIRT513271,hsa-miR-34c-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222576,MIRT513272,hsa-miR-449b-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222577,MIRT513272,hsa-miR-449b-3p,Homo sapiens,SCUBE1,80274,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222634,MIRT513323,hsa-miR-6715b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222635,MIRT513323,hsa-miR-6715b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222636,MIRT513323,hsa-miR-6715b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
222637,MIRT513323,hsa-miR-6715b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
222638,MIRT513323,hsa-miR-6715b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
222639,MIRT513324,hsa-miR-6832-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222640,MIRT513324,hsa-miR-6832-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222641,MIRT513324,hsa-miR-6832-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
222642,MIRT513324,hsa-miR-6832-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
222643,MIRT513324,hsa-miR-6832-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
222644,MIRT513325,hsa-miR-4524a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222645,MIRT513325,hsa-miR-4524a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222646,MIRT513325,hsa-miR-4524a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
222647,MIRT513325,hsa-miR-4524a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
222648,MIRT513325,hsa-miR-4524a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
222649,MIRT513326,hsa-miR-6715a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222650,MIRT513326,hsa-miR-6715a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222651,MIRT513326,hsa-miR-6715a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
222652,MIRT513326,hsa-miR-6715a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
222653,MIRT513326,hsa-miR-6715a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
222654,MIRT513327,hsa-miR-4524b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222655,MIRT513327,hsa-miR-4524b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
222656,MIRT513327,hsa-miR-4524b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
222657,MIRT513327,hsa-miR-4524b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
222658,MIRT513327,hsa-miR-4524b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223175,MIRT513572,hsa-miR-6890-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223176,MIRT513573,hsa-miR-6721-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223177,MIRT513574,hsa-miR-5196-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223178,MIRT513575,hsa-miR-4747-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223179,MIRT513576,hsa-miR-3665,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223180,MIRT513577,hsa-miR-3202,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223181,MIRT513578,hsa-miR-3179,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223182,MIRT513579,hsa-miR-764,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223183,MIRT513580,hsa-miR-4761-3p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223184,MIRT513581,hsa-miR-7843-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223185,MIRT513582,hsa-miR-6879-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223186,MIRT513583,hsa-miR-6735-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223187,MIRT513584,hsa-miR-4632-5p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223188,MIRT513585,hsa-miR-3936,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223189,MIRT513586,hsa-miR-4436b-3p,Homo sapiens,EVX1,2128,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223469,MIRT513760,hsa-miR-101-3p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223470,MIRT513760,hsa-miR-101-3p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223471,MIRT513760,hsa-miR-101-3p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223472,MIRT513761,hsa-miR-548v,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223473,MIRT513761,hsa-miR-548v,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223474,MIRT513761,hsa-miR-548v,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223475,MIRT513762,hsa-miR-139-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223476,MIRT513762,hsa-miR-139-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223477,MIRT513762,hsa-miR-139-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223478,MIRT513763,hsa-miR-545-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223479,MIRT513763,hsa-miR-545-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223480,MIRT513764,hsa-miR-144-3p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223481,MIRT513764,hsa-miR-144-3p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223482,MIRT513764,hsa-miR-144-3p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223483,MIRT513765,hsa-miR-548at-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223484,MIRT513765,hsa-miR-548at-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223485,MIRT513765,hsa-miR-548at-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223486,MIRT513766,hsa-miR-4282,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223487,MIRT513766,hsa-miR-4282,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223488,MIRT513766,hsa-miR-4282,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223489,MIRT513767,hsa-miR-548t-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223490,MIRT513767,hsa-miR-548t-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223491,MIRT513767,hsa-miR-548t-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223492,MIRT513768,hsa-miR-548az-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223493,MIRT513768,hsa-miR-548az-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223494,MIRT513768,hsa-miR-548az-5p,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223495,MIRT513769,hsa-miR-548n,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223496,MIRT513769,hsa-miR-548n,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
223497,MIRT513769,hsa-miR-548n,Homo sapiens,PEX5L,51555,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
223498,MIRT513770,hsa-miR-5004-3p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
223499,MIRT513770,hsa-miR-5004-3p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
